"incident_id","incident.year","incident.month","data_total","victim.name","reference","summary","data_variety","pattern","industry","victim.country","visible","canLoad"
"3C3191ED-C7CD-4272-9465-F5B538218F98",2012,7,6400000,"LinkedIn","http://in.reuters.com/article/2012/06/07/us-linkedin-breach-idINBRE85511820120607","LinkedIn Corp is working with the FBI as the social network for job seekers and professionals investigates the theft of 6.4 million member passwords, the company said on Thursday.  The company does not know of any accounts that were taken over as a result of the security violations, according to LinkedIn spokesman Hani Durzy.","Credentials","Webapp","Information","US","TRUE","NULL"
"3C9A4D30-7CBC-493B-8CE1-97334E41CE75",2011,11,35000000,"Valve Corporation","http://doj.nh.gov/consumer/security-breaches/documents/valve-corporation-20120208.pdf","Steam game forums hacked and defaced.  Intruders obtained a copy of a database with information about Steam transactions between 2004 and 2008.  This database contains user names, e-mail addresses, encrypted billing addresses and encrypted credit card information. We do not have any evidence that the encryption on credit card numbers and billing addresses has been compromised.","Payment,Personal","Webapp","Information","US","TRUE","NULL"
"3CCF0BF0-EC5D-4F41-B2A2-29EA741FBA4B",2010,6,1220000,"AvMed, Inc.","http://www.mainjustice.com/2013/09/05/settlement-reached-in-healthcare-data-breach-lawsuit/","The company has settled a class action lawsuit without admitting guilt after the theft of two laptops containing sensitive information on 1.2 million patients.  Subsequent fraudulent use of the data has been confirmed as part of the lawsuit by customers of the company. The settlement details are not currently public.","Medical","TheftLoss","Finance","US","TRUE","NULL"
"3D371979-43DE-495D-94FA-5D7A003AE6B5",2007,3,1300000,"Chicago Board of Elections","http://www.computerworld.com/s/article/9008909/Chicago_Elections_Board_sued_over_data_breach","For the second time since October, the Chicago Board of Elections finds itself facing charges that it failed to adequately protect the privacy of voters in the city.  State and federal class action lawsuits filed earlier this week allege that the Board was negligent when it distributed more than 100 computer disks containing Social Security numbers and other personal data on more than 1.3 million voters to alderman and ward committee members.  The 11-page state and six-page federal lawsuits ask the court to force the board to recover the disks and erase the data on them. The lawsuits, which seek unspecified monetary damages, also call on the board to notify affected individuals of the breach.  ""What we'd like to see is some sort of an endowment, similar to what the [Department of Veterans Affairs] did last year, for people whose credit might have been damaged by this,"" said Nick Kefalos an attorney with Chicago-based Vernor Moran who filed the lawsuits.  Jim Allen, a spokesman for the Board of Elections, said that about 100 computer disks containing voter information were distributed to aldermen and committee members in late 2003 and early 2004. The information was distributed under an Illinois state law that requires election authorities to make available reports on registered voters to aldermen, election candidates and ward committees, Allen said.  Typically, the data that's made available by the election authority does not include the Social Security numbers of registered voters, Allen said. In this case, disks were created using data that was downloaded directly from the board's mainframes after a 2003 fire at the Cook County Administration Building forced an evacuation of the building for several months.  ""They had to do a massive download because they were not going to have access to the mainframes for several months,"" he said. That data included the Social Security numbers of over 1.3 million voters out of the 2.2 million registered voters in the city, and was ""unfortunately included with the basic information"" made available.  Allen added that the election board has hand-delivered letters on Monday to ward offices requesting the disks to be returned. He added that so far there is no indication that any of the information has been used for fraudulent purposes.  Since the board moved back to the Cook County building, it has not been including any Social Security numbers with the information sent out, Allen said.  The breach was brought to the board's attention last month by Peter Zelchenko, who is running for an alderman's position in an election set for Feb. 27. Zelchenko is part of a group called the Illinois Ballot Integrity Project, and last October he disclosed a major breach on the Chicago Election board's Web site. That breach not only allowed users to view the Social Security numbers of registered voters but to also actually edit and delete the information.  Since that disclosure, the board has removed the Social Security numbers from public view and deleted all but the last four digits of the numbers from its mainframe records, Allen said. It also hired a local firm, Grant Thornton LLP, to help deal with data security and storage issues as well as the control and dissemination of data.  Following the disclosure of the latest breach, Zelchenko, created a Web site designed to help voters determine exactly what information might have been included in the disks that were handed out.  Regarding the latest breach, Zelchenko said it was ""far worse"" than the problem he disclosed in October. ""There is now not one path to the information, but easily hundreds, on hundreds of CD-ROMs distributed over the years,"" he said.  ""Essentially, you can select from among 2.2 million Chicagoans and know their full name, current and past addresses, family members' identities, birthdate, sex, phone number, Social Security numbers, and what years they voted. You couldn't plan a more ideal package for identity theft,"" he said.","Personal","Error","Public","US","TRUE","NULL"
"3D4475F7-6BC1-4BF3-8A60-93F0358C145A",2006,1,154700,"HSBC","http://www.winnipegfreepress.com/business/spain-frees-with-conditions-ex-hsbc-employee-wanted-by-switzerland-for-stolen-information-183949381.html","Spain's National Court on Tuesday granted conditional freedom to a former HSBC bank employee who is wanted by Switzerland for stealing confidential information on thousands of customers with Swiss accounts.  The court ordered Herve Falciani's release on the prosecutor's recommendation, which argues that Falciani was co-operating with authorities in several European countries in investigations on tax, money-laundering, corruption and terrorism financing. The prosecutor noted Falciani has been detained for some time and that his extradition case could drag on.  He was ordered to hand over his passport, not to leave Spain and to appear before police every three days. He was also told to establish a residence in Spain and to inform authorities if he moved house.  Falciani, a French-Italian citizen, has been jailed provisionally since being arrested July 1 in Barcelona on a Swiss warrant. He had previously fled Switzerland to France.  The data he allegedly stole about 24,000 customers of HSBC's Swiss subsidiary potentially exposed many people to prosecution by tax authorities in their home countries.  Falciani, who obtained the information between late 2006 and early 2007 when he worked in the bank's information technology development unit, passed the list to French authorities. France's former Finance Minister Christine Lagarde, now head of the International Monetary Fund, later relayed the list to many European Union countries and the United States. France said there were up to 130,000 names involved.","Bank,Personal","Misuse","Management","CH","TRUE","NULL"
"3D8D071D-B080-4CBC-80AA-86759A4B0AF3",2012,5,780000,"Utah Department of Health",NA,NA,"Medical","Other","Public","US","TRUE","NA"
"3E057515-371F-419B-B851-708112B0F9A3",2010,7,105470,"Department of Health Care Policy & Financing",NA,NA,"Medical","TheftLoss","Public","US","TRUE","NA"
"3F099EF4-7EB4-4D1A-A07D-6FF5A1CB0F69",2013,1,3000000,"Take Care","http://www.thelocal.se/20131030/massive-data-breach-national-security-risk","Some type of vulnerability or error (going with error) exposed 3 million medical records for swedish residents.","Medical","Error","Healthcare","SE","TRUE","NULL"
"40FF91C1-0BA2-445D-9694-D678BD4734AA",2007,8,1300000,"Monster Worldwide, Inc.","http://news.bbc.co.uk/2/hi/6956349.stm","Hackers breach monster.com using stolen credentials. Not sure how they stole the credentials.","Personal","Webapp","Administrative","US","TRUE","NULL"
"42EC4C3F-89FD-400A-B9DF-F24F6A5DAC7E",2011,7,1500000,"Global Payments Inc.","http://www.bankinfosecurity.com/global-payments-breach-tab-94-million-a-5415/op-1","Hackers gain access to Global Payments and steal 1.5 million credit card numbers.","Payment","Other","Finance","US","TRUE","NULL"
"432E5D78-C0FA-4205-892B-5027875DEDAC",2006,9,800000,"University of California, Los Angeles","https://www.schneier.com/blog/archives/2006/12/major_privacy_b_1.html","2006 incident. ""Hackers have gained access to a database containing personal information on 800,000 current and former UCLA students.""  Not much else is known.","Personal","Other","Educational","US","TRUE","NULL"
"443C22C7-6AAD-4EF9-A631-552FD6B1779B",2010,12,5000000,"Epsilon Data Management, LLC","http://www.informationweek.com/attacks/epsilon-fell-to-spear-phishing-attack/d/d-id/1097119","external actor uses spearphishing to entice a user to click a link and download malware.","Personal","Crimeware","Professional","US","TRUE","SAMEORIGIN"
"4570A114-D2A9-4F50-8634-BD89469468F1",2013,1,58000000,"Ubisoft Entertainment SA","http://www.hotforsecurity.com/blog/ubisoft-breached-sensitive-account-data-leaked-6538.html","Game publisher Ubisoft was breached and unauthorized parties accessed customers’ usernames, e-mail addresses and hashed passwords. Ubisoft urges all account owners to change their passwords at once.  The French firm emailed its customers, informing them that “credentials were stolen and used to illegally access our online network” giving unauthorized people access to users’ accounts. No further details on the attack were given.  Currently all compromised systems are closed off and the company is working to restore them.  According to the email, no financial information was reached since Ubisoft has a payment processing company handle money-related data. “Please note that no personal payment information is stored with Ubisoft, meaning your debit/credit card information was safe from this intrusion” the e-mail reads.  “Out of an abundance of caution, we also recommend that you change your password on any other Web site or service where you use the same or a similar password.”","Credentials","Other","Information","FR","TRUE","NULL"
"471920F4-066A-4864-B8BD-08FD01DD01A9",2005,12,3800000,"Department of Motor Vehicles","http://www.eagleforum.org/educate/2006/feb06/compromised-data.html","North Carolina DMV investigating a state contract worker who downloaded the addresses of more than 3.8 million people from a DMV database. ","Personal","Misuse","Public","US","TRUE","NULL"
"4783D3A7-3739-4977-A90D-929BF840B702",2009,5,1500000,"Health Net, Inc.","http://news.idg.no/cw/art.cfm?id=0DC97965-1A64-6A71-CE1309D46403424C","Connecticut-based insurance provider Health Net told state officials that an external hard drive containing personal health and financial data on about 1.5 million customers has been missing for six months.    A hard drive with seven years' worth of personal financial and medical information on about 1.5 million customers of Health Net of the Northeast Inc. was reported missing to state officials yesterday -- six months after the drive went missing.  Along with medical records, the hard drive contains names, addresses and Social Security numbers of Health Net customers from Arizona, Connecticut, New Jersey and New York. Connecticut has data breach laws requiring individuals be notified of the loss of their personal data without reasonable delay.  The data loss, which occurred in May, was only reported by the insurance company to the Connecticut state attorney general's office and the Department of Insurance yesterday. The device containing the data was an external, portable hard drive. The data had not been encrypted.  Health Net, based in Shelton, Conn., had no information about the data breach on its Web site .  Connecticut Attorney General Richard Blumenthal said his office is investigating the data breach. ""Health Net's incomprehensible foot-dragging demonstrates shocking disregard for patients' financial security, as well as loss of their highly sensitive and confidential personal health information,"" he said in a statement.  ""I will demand immediate answers and action, including at least two years of comprehensive identity theft protection for consumers,"" he said. ""We will demand identity theft insurance and reimbursement for credit freezes as well as credit monitoring for at least two years for all 446,000 consumers"" in Connecticut whose data is at risk.  The state's insurance commissioner, Thomas Sullivan, said he is requiring Health Net to offer credit protection monitoring through Debix, a company that provides identity-theft protection services.  According to a statement by Health Net, the information on the drive was saved in an image format that cannot be read without special software. Health Net plans to send letters to its customers officially notifying them of the incident.  ""Protecting the privacy of our members is extremely important to us,"" Health Net said. ""We apologize for any inconvenience or concern this may cause our members.""  The company said that, to date, it has received no reports of misused data arising from the breach and pledged to provide credit monitoring for over two years ""free of charge to all impacted members who elect this service, and will provide assistance to any member who has experienced any suspicious activity, identity theft or health care fraud between May 2009 and their date of enrollment with our identity protection service.""  Health Net of the Northeast is a subsidiary of managed health care provider Health Net Inc., based in Woodland Hills, Calif. Health Net Inc. is a $15.3 billion company that provides managed medical coverage to some 6.7 million customers in the U.S.  Health Net of the Northeast currently has about 580,000 members and a physician network comprising more than 160,000 doctors, 5,440 pharmacies, and 244 hospitals throughout Connecticut, New York, New Jersey, and Pennsylvania. ","Medical","TheftLoss","Finance","US","TRUE","NULL"
"494FCE92-FD57-4D2D-B7AE-F7976DCC6A56",2011,3,400000,"Spartanburg Regional Healthcare System",NA,NA,"Medical","TheftLoss","Healthcare","US","TRUE","NA"
"49EBCC80-43B6-46AE-8D66-04CA07AC0064",2007,12,134000000,"Heartland Payment Systems, Inc.","http://www.isoandagent.com/news/Heartland-Liable-For-Breach-3015394-1.html","Heartland Payment Systems breached by hackers.","Payment","Webapp","Finance","US","TRUE","NULL"
"4A61CE3A-28E0-4AB0-B706-9A40A06596A5",2013,5,6000000,"Facebook","https://www.facebook.com/notes/facebook-security/important-message-from-facebooks-white-hat-program/10151437074840766","Facebook discovered a bug that may have allowed unauthorized users to view the personal contact information of Facebook users.  The people who could have used the information would have had some kind of connection to them or some kind of contact information, but users may have thought their email and phone numbers were hidden from these connections.  People who used the Download Your Information (DYI) tool may have been able to access the contact information.  The issue was discovered by an external group of security researches involved with the White Hat program. The breach began sometime in 2012.","Personal","Error","Information","US","TRUE","DENY"
"4C67C9D3-9D12-4839-93FA-3BC16DC4527C",2013,11,110000000,"Target Corporation","http://www.twincities.com/business/ci_24884324/target-says-home-and-email-addresses-were-stolen",NA,"Payment,Personal","POS","Retail","US","TRUE","NULL"
"4C890F2B-7552-47D8-AE95-0AAA07564A25",2009,10,612402,"WellPoint, Inc.","http://www.phiprivacy.net/?p=13145","A security weakness in an online application database left the electronic protected health information of 612,402 individuals accessible to unauthorized individuals over the internet.  The organization was investigated by the HHS OCR and found to be at fault.  The resulting fine was $1.7 million to settle.","Medical","Error","Finance","US","TRUE","NULL"
"4EDA48B0-8978-440B-9E19-970FF569F1C9",2005,1,2000000,"La Salle Bank","http://www.privacyrights.org/data-breach-asc?title=Amro","A backup tape with residential mortgage customers' information was lost in shipment by DHL.  It contained Social Security numbers and account information.  UPDATE (12/20/05): DHL found the lost tape.","Personal","TheftLoss","Finance","US","TRUE","NULL"
"4FD73293-DAB1-43D0-9552-492144ED489D",2013,12,190000,"AhaShare","http://news.softpedia.com/news/Torrents-Website-AhaShare-Hacked-Credentials-of-190-000-Users-Leaked-388365.shtml","A hacker that uses the online moniker Nairb has published a series of files that allegedly contain data stolen from the movie torrents website AhaShare.com.   Cyber War News has analyzed the leaked data. One of the files contains a list of affiliate usernames and the IP addresses they utilized on the last login. Other files are much more interesting since they contain the details of more than 190,000 users.  The customer data includes username, email address, IP address, password hash, secret question, answer to secret question, and other info. Server and administrator credentials have also been published by the hacker.","Credentials","Webapp","Information","Unknown","TRUE","SAMEORIGIN"
"50BCAD67-A423-4DF2-A0FE-991F7322546A",2014,1,175000,"World Poker Tour Amateur Poker League","http://news.softpedia.com/news/Credentials-of-US-Government-Workers-Compromised-in-Poker-Site-Hack-413443.shtml","A hacker that uses the online moniker smitt3nz claims to have breached the website of the World Poker Tour Amateur Poker League (wptapl.com).  Cyber War News reports that the email addresses and passwords of over 175,000 users have been published online by the hacker. Unfortunately, the passwords are not encrypted.","Credentials","Webapp","Entertainment","US","TRUE","SAMEORIGIN"
"56D4AD6E-AAB7-40D3-A08D-292E3D2A422B",2008,8,4500000,"Bank of New York Mellon Corp/The","http://www.ct.gov/ag/cwp/view.asp?Q=416000&A=2795","Attorney General Richard Blumenthal today announced that a storage company for a New York bank lost an unencrypted backup tape containing Social Security numbers and bank account information belonging to as many as hundreds of thousands of Connecticut consumers and personal information of millions more nationwide.  Among the Connecticut consumers are depositors and investors of People's United Bank of Bridgeport, which gave Bank of New York Mellon the information so it could offer those consumers an investment opportunity.  Blumenthal today wrote Bank of New York Mellon, which lost the information in February, demanding that it provide affected consumers with credit monitoring and other identity theft protections, as well as a full account of how the loss occurred and other information.  The banks have cooperated fully thus far with Blumenthal's office.  Consumers seeking information about the breach should call a toll free number set up by Bank of New York Mellon, (877) 278-3451.  ""I am alarmed and deeply concerned by a recent and serious data breach at The Bank of New York Mellon ('BNY') involving the loss of computer backup tapes containing sensitive information of some 4.5 million consumers, including People's United Bank account holders and shareowners,"" Blumenthal said in his letter. ""Several hundred thousand Connecticut citizens may be affected, and possibly more, by this loss of highly significant personal information.  ""This security breach seems highly dangerous, indeed possibly devastating in light of the identity theft threat. You have also informed this office that BNY began notifying the affected customers six weeks ago and is offering one year of credit monitoring through Equifax. Given this extraordinarily serious security breach, this offer of protection is grossly inadequate. Connecticut agencies that have experienced data security breaches less serious in magnitude or potential damage have offered consumers two years of credit monitoring, $25,000 identity theft insurance and free credit freezes. BNY should do no less.  ""I am especially concerned by the delay in informing consumers, possibly heightening the risks of wrongdoing. Neither People's nor its customers were promptly notified. Even now, many may be in the dark.  ""The loss of this tape -- so far unrecovered and unremedied -- is inexplicable and unacceptable. It must be addressed by protective measures to forestall identity theft immediately.""  On February 27, Bank of New York Mellon gave the unencrypted backup tape containing information on about 4.5 million consumers -- hundreds of thousands of them People's United Bank customers and investors -- and nine other tapes to a storage firm, Archive Systems, Inc., for transportation to a storage facility. When the storage company vehicle arrived at the storage facility, the tape was missing. The other nine tapes reached the facility safely.  People's United Bank informed Blumenthal's office of the breach earlier this week, shortly after New York Bank of Mellon informed it.  The banks are working with Blumenthal's office to provide information on exactly how many Connecticut consumers are affected and how many are People's depositors versus investors. ","Personal","TheftLoss","Finance","US","TRUE","NULL"
"59C007D3-B34E-4C4F-A4CF-7540327FB421",2012,2,160000,"Washington Administrative Office of the Courts","http://www.nbcnews.com/technology/160-000-social-security-numbers-exposed-washington-state-court-hack-1C9864740","Up to 160,000 people may have had their information exposed by a breach.  Anyone who was booked into a city or county jail int he state of Washington between September of 2011 and December of 2012 may have had their Social Security number exposed.Additionally, three classes of people may have had their names and driver's license information exposed.  First, people who received a DUI citation between 1989 and 2011 in the state of Washington may have had their names and drivers' license numbers exposed. Anyone who had a traffic case filed or resolved in a district or municipal court between 2011 and 2012 may have been affected. Finally, anyone who had a criminal case in Washington filed against them or resolved between 2011 and 2012 may have had their name and driver's license number exposed. ","Personal","Other","Public","US","TRUE","NULL"
"5B55E755-BB32-41D2-91F1-7200D1242ABE",2011,5,760000,"Adventist Health System/Florida Hospital Celebration","http://www.databreachtoday.com/health-data-theft-case-prompts-lawsuit-a-5690","Adventist Health System faces a class action lawsuit seeking damages for failure to safeguard the HIPAA-protected information of 763,000 patients at several of its hospitals in Florida.  At the heart of the lawsuit is a breach that involved a former emergency department worker of Florida Hospital Celebration. Over a two-year period from 2009 to 2011, the worker improperly accessed the electronic records of more than 763,000 patients treated at several Florida Hospital locations and sold personal information on about 12,000 patients to a co-conspirator, law enforcement officials say. That information was used to solicit legal and chiropractic services for patients involved in motor vehicle accidents, according to law enforcement officials (see: Prison Time for Health Data Theft).","Medical","Misuse","Healthcare","US","TRUE","NULL"
"5D0C474D-07A7-4C13-917E-C1768FF5F9E6",2011,10,4243000,"Sutter Health","http://www.infosecurity-magazine.com/view/22111/"," Sutter Health, a healthcare system in northern California, reported that an unencrypted laptop containing personal information on more than four million patients was stolen from its Sacramento offices.  Sutter Health announced Nov. 16 that it first learned of the theft on Oct. 17, reported it to the Sacramento Police Department, and began an internal investigation into the theft.  The laptop contained patient names, addresses, dates of birth, phone numbers, email addresses, medical record numbers, and health insurance plan providers on 3.3 million patients who used Sutter Physician Services, a provider of billing services for healthcare providers.  The affected healthcare providers include Albany Family Practice, various Alta Bates medical facilities, Central Valley Medical Group, County of Yolo Department of Health, Eden Medical Center, Family Doctor Medical Group, Oakcare Medical Group, San Leandro Hospital, and various Sutter Health facilities.  The laptop contained additional information on 943,000 patients of Sutter Medical Foundation (SMF), including dates of service and medical diagnoses and procedures. Patients who were seen by the facility between January 2005 and January 2011 are affected.  Because the data of SMF patients was broader in scope, SMF has begun the process to notify these patients by mail. Patients should receive letters no later than Dec. 5, 2011, Sutter Health said.  In response to the breach, Sutter Health said it has accelerated efforts to encrypt all computers and has implemented routine security software updates. Sutter Health also will be reinforcing security practices with staff systemwide.","Medical,Personal","TheftLoss","Healthcare","US","TRUE","SAMEORIGIN"
"5D7CB445-4174-4C34-A09A-0D9BFFA99AB6",2011,7,35000000,"SK Communications Co., Ltd.","http://www.cso.com.au/article/402450/anatomy_cunning_apt_sk_communications_breach/","Hackers breach an antivirus and patching company and redirect computers from a single victim to download a remote access tool. Hackers then steal personal data for approximately 70% of the South Korean population.","Personal","Other","Information","KR","TRUE","NULL"
"5DAC5BD0-09FD-4ED9-9E09-908E4A6B43B8",2011,11,13200000,"Nexon Korea Corporation","http://www.koreaherald.com/view.php?ud=20111127000229","The police are investigating the hacking of 13.2 million users of Nexons massively multiplayer online role-playing game Maple Story.  On Thursday, Nexon found that Maple Storys backup server had been hacked, and personal information of 13.2 million of the 18 million registered users stolen.  The company reported the incident to the Korea Communications Commission at about 5 p.m. on Friday and requested the police to investigate the incident.  According to Nexon, the hacker gained access to names, game IDs, resident registration numbers and passwords of the 13.2 million users.  The resident registration numbers and passwords were stored in codified form, the company said.  The investigations are ongoing and police are leaving open the possibility that an insider was behind the hacking or that those responsible had inside help.  Authorities will also determine if the server has been affected by malware, and track the route the malware was implanted in the server if any such programs are found.  The investigations are ongoing, so we cant disclose details about the situation, a Nexon official said. He added that the number of minors affected by the hacking cannot be disclosed and that the number of those who registered to the service using i-Pin codes instead of resident registration numbers is unknown.  A Nexon official is seen at the companys office on in Seoul on Sunday, two days after the company and the Korea Communications Commission announced that a hacking incident occurred on Thursday. (Yonhap News)  I-Pin codes allow users to register to websites without inputting resident registration numbers.  The information concerning legal guardians of users who are under 14 years of age is not involved in the hacking as it is stored in a different server.  Users younger than 14 are required to obtain consent from legal guardians, who are to fill in information to prove their relation with user.  The KCC said that while it is unlikely that codified information could immediately be misused, details will not be known before the system analysis is complete.  Information regarding monetary transactions including credit card and account numbers were not breached in the incident.  With 13.2 million users information having been stolen, this is the third-largest case of its kind.","Personal","Other","Information","KR","TRUE","NULL"
"5EC21DA3-C761-4628-99CD-5C63793B6ABE",2009,4,235000,"Western Connecticut State University","http://www.securityweek.com/database-vulnerability-exposes-235000-western-connecticut-state-university","Western Connecticut State University on Thursday said that a database vulnerability on a system housing sensitive personal information resulted in approximately 235,000 individuals being exposed.  The vulnerable server maintained records collected by the university over a 13-year period, and was said to be vulnerable from April 2009 to September 2012.  Exposed information included names, addresses, social security numbers, and/or financial account information provided in association with transactions with the university.  The information was gathered in several ways, the University said, including when prospective students applied to the university, when filled financial aid forms were filled out, or when the university purchased lists of items like SAT scores.  The vulnerable information dated back to 1999, the University said.","Personal","Error","Educational","US","TRUE","NULL"
"5FB8F81A-B07E-46ED-9AF7-6F453C06E707",2010,4,3150000,"Betfair","http://www.bankinfosecurity.com/breach-reported-18-months-later-a-4127/op-1","The breach of online gambling site Betfair is alarming to banking institutions and security experts because the company waited 18 months to report the incident.  Betfair's systems breach, which occurred in March and April 2010, was not uncovered until this past May, when a server crashed. Now Betfair says cyberattackers likely gained access to the credit and debit details affiliated with 2.3 million customers.  Around 3.15 million usernames also were exposed, as were security questions. And 2.9 million of those usernames had physical addresses associated with them. Approximately 90,000 had bank account details attached. ","Bank,Credentials,Payment,Personal","Other","Entertainment","GB","TRUE","NULL"
"60F46D3F-BA4F-462C-B258-4D85838D943F",2013,8,22600000,"Benesse Corporation","http://www.japantimes.co.jp/news/2014/07/09/national/benesse-data-leak-may-affect-20-million-customers-including-children/#.U87wEFaFr7R","Information leaked from Benesse Corp. includes personal data on people who never had a contract with the company, its parent company said Tuesday.  According to Benesse Holdings Inc., the data not only dealt with customers of the subsidiarys mainstay education services, but also information related to the firms lifestyle business services collected at its events and other occasions.  The leaked data was stored in a smartphone used by a system engineer arrested last week for allegedly copying trade secrets from the company, Chikara Matsumoto, chief risk management officer of Benesse Holdings, said at a news conference.  So far, it is known that personal information on some 23 million people leaked from the subsidiary.  Benesse Corp. said Monday that data on some 22.6 million people was found on the systems engineers smartphone. In addition, information on some 400,000 people was leaked through unconfirmed channels.  The police investigation isnt complete, which means further data leaks could come to light.  Initially, Benesse Holdings said that information on up to some 20.7 million customers might have been compromised based on lists obtained from name-list brokers.  The corporate group then found that user information was compromised at the Benesse LifeSmile Shop, an online shopping site for pregnant women and mothers, and Benesse Womens Park, a social networking site for women.  The newly found data include the estimated due dates of some 200,000 babies.  Tokyo police arrested Masaomi Matsuzaki, 39, last Thursday on suspicion of downloading and copying the personal data of Benesse customers onto his smartphone from the Tokyo branch of affiliate Synform Co.  Authorities seized the smartphone and a memory card from Matsuzaki and matched data on the phone and storage device with Benesse customer information.  Matsuzaki admitted selling the data to name-list traders and gambled away the money, according to the police.  Also Tuesday, Benesse Holdings convened a panel of experts to begin investigating the steps leading up to the theft and draft measures to prevent future data leaks. The panel, headed by lawyer Hideaki Kobayashi, will also investigate the responsibilities of the firms compliance officers, the company said.","Personal","Misuse","Management","JP","TRUE","NULL"
"61FE43EF-F22E-4467-B5CD-3A8883FE6EDF",2013,7,1000000,"Graphic Data","http://www.bankingtimes.co.uk/2008/08/26/one-million-account-details-included-in-ebay-action-of-laptop/","Laptop with non-public data sold on eBay.","Bank","Error","Transportation","GB","TRUE","NULL"
"6518041B-EA5D-41DC-96CB-A869FB84FFD7",2010,4,344579,"Affinity Health Plan, Inc.",NA,NA,"Medical","Other","Public","US","TRUE","NA"
"667542B0-F06D-40F8-BCB1-E0C5FE80A400",2005,9,1200000,"Bank of America Corp","http://www.nbcnews.com/id/7032779/ns/technology_and_science-security/t/bank-america-loses-customer-data/#.UwA_0YUnY3g","Bank of America Corp. has lost computer data tapes containing personal information on up to 1.2 million federal employees, including some members of the U.S. Senate.  The lost data includes Social Security numbers and account information that could make customers of a federal government charge card program vulnerable to identity theft.   Sen. Pat Leahy, D-Vt., is among those senators whose personal information is on the missing tapes, spokeswoman Tracy Schmaler said.  There were some senators Visa credit card accounts involved, Schmaler said. We dont know how many, but he was one of them.  The bank issued an apology.  We deeply regret this unfortunate incident, said Barbara Desoer, who is in charge of technology, service and fulfillment for the Charlotte-based bank. The privacy of customer information receives the highest priority at Bank of America, and we take our responsibilities for safeguarding it very seriously.  The bank will be sending letters to people whose private information was on the tapes -- probably hundreds of thousands of letters, according to Bank of America spokeswoman Alexandra Trower. While there were 1.2 million accounts on the tapes, some individuals had multiple accounts, she said.  Privacy incidents are keeping the U.S. Postal Service busy lately. Just last week, a security breach at ChoicePoint Corp. led to that company sending 145,000 letters to exposed consumers.   Leahy has been a leader of calls this week for a Senate Judiciary Committee inquiry into whether more regulation of companies that buy and sell personal data is needed.  That came after the disclosure that ChoicePoint Inc., a data warehouser, had learned that as many as 140,000 consumers may have had their personal information compromised.  I hope this latest incident at least will bring the issue closer to home so Congress will pay better attention to the rapid erosion of privacy rights that ordinary Americans are facing as more and more of their personal and financial information is collected and sold on databases that too often have too few privacy protections, Leahy said in a statement Friday.  Baggage handlers suspected U.S. Sen. Charles Schumer, D-N.Y., said he was told the data backup tapes were likely stolen off of a commercial plane by baggage handlers in December.  Whether it is identity theft, terrorism, or other theft, in this new complicated world baggage handlers should have background checks and more care should be taken for who is hired for these increasingly sensitive positions, he said.  Bank spokeswoman Eloise Hale called the system of shipping backup tapes an industry practice and a routine bank practice. As a safety precaution measure, backup tapes are stored in different locations.  She declined to give any more details about where and how the tapes are moved around the country.  The missing tapes include information on federal employees who use Bank of America smart pay charge cards for travel and expenses, Hale said Friday.  She said federal law enforcement officials were notified as soon as the tapes were discovered missing.  The investigation to date has found no evidence to suggest the tapes or their content have been accessed or misused, and the tapes are now presumed lost, the bank said in a news release.  Trower said the company would not comment on the format of the data on the tapes -- and wouldn't say if the data was encrypted -- but she said it would be ""virtually impossible"" for anyone who found the tapes to access the data.","Payment,Personal","TheftLoss","Finance","US","TRUE","NULL"
"66AF984E-3513-4190-B689-248DED9B5702",2013,3,38000000,"Adobe Systems Inc","http://krebsonsecurity.com/2013/10/adobe-breach-impacted-at-least-38-million-users/","The recent data breach at Adobe that exposed user account information and prompted a flurry of password reset emails impacted at least 38 million users, the company now says. It also appears that the already massive source code leak at Adobe is broadening to include the companys Photoshop family of graphical design products.","Credentials,Internal,Payment,Personal","Other","Information","US","TRUE","NULL"
